,Age at enrollment,Unemployment rate,Inflation rate,GDP,Enrolled1,Approved1,Enrolled2,Approved2,Tasa_1st,Tasa_2nd
1103,21,7.6,2.6,0.32,10,6,10,7,60.0,70.0
1104,19,7.6,2.6,0.32,6,2,6,5,33.33333333333333,83.33333333333334
1105,19,10.8,1.4,1.74,0,0,0,0,0.0,0.0
1106,20,9.4,-0.8,-3.12,8,7,8,7,87.5,87.5
1107,18,15.5,2.8,-4.06,7,7,8,8,100.0,100.0
1108,22,8.9,1.4,3.51,12,7,5,5,58.333333333333336,100.0
1109,20,7.6,2.6,0.32,5,4,5,5,80.0,100.0
1110,19,12.4,0.5,1.79,6,6,6,6,100.0,100.0
1111,19,12.4,0.5,1.79,7,7,8,7,100.0,87.5
1112,20,11.1,0.6,2.02,7,5,7,6,71.42857142857143,85.71428571428571
1113,25,15.5,2.8,-4.06,5,3,5,3,60.0,60.0
1114,19,15.5,2.8,-4.06,7,6,8,7,85.71428571428571,87.5
1115,19,9.4,-0.8,-3.12,8,8,8,8,100.0,100.0
1116,19,10.8,1.4,1.74,5,0,6,0,0.0,0.0
1117,20,13.9,-0.3,0.79,7,6,8,7,85.71428571428571,87.5
1118,25,12.4,0.5,1.79,7,7,8,5,100.0,62.5
1119,20,7.6,2.6,0.32,7,6,7,6,85.71428571428571,85.71428571428571
1120,24,9.4,-0.8,-3.12,6,4,6,5,66.66666666666666,83.33333333333334
1121,20,7.6,2.6,0.32,5,5,5,5,100.0,100.0
1122,21,15.5,2.8,-4.06,7,7,8,8,100.0,100.0
1123,19,15.5,2.8,-4.06,6,6,6,5,100.0,83.33333333333334
1124,19,16.2,0.3,-0.92,6,6,6,6,100.0,100.0
1125,21,9.4,-0.8,-3.12,5,5,5,4,100.0,80.0
1126,28,15.5,2.8,-4.06,7,7,8,8,100.0,100.0
1127,19,10.8,1.4,1.74,6,5,6,5,83.33333333333334,83.33333333333334
1128,18,12.4,0.5,1.79,5,5,5,5,100.0,100.0
1129,18,12.7,3.7,-1.7,8,7,8,7,87.5,87.5
1130,18,9.4,-0.8,-3.12,8,8,8,8,100.0,100.0
1131,22,12.7,3.7,-1.7,8,7,8,7,87.5,87.5
1132,19,12.4,0.5,1.79,5,4,5,3,80.0,60.0
1133,18,13.9,-0.3,0.79,7,7,8,8,100.0,100.0
1134,20,15.5,2.8,-4.06,6,0,6,0,0.0,0.0
1135,26,12.4,0.5,1.79,9,4,10,3,44.44444444444444,30.0
1136,18,10.8,1.4,1.74,6,6,6,6,100.0,100.0
1137,21,10.8,1.4,1.74,6,6,6,3,100.0,50.0
1138,18,10.8,1.4,1.74,8,7,8,7,87.5,87.5
1139,20,15.5,2.8,-4.06,6,6,6,6,100.0,100.0
1140,18,15.5,2.8,-4.06,7,7,8,7,100.0,87.5
1141,19,12.7,3.7,-1.7,5,5,5,3,100.0,60.0
1142,20,7.6,2.6,0.32,5,4,5,4,80.0,80.0
1143,18,12.7,3.7,-1.7,6,6,6,6,100.0,100.0
1144,20,10.8,1.4,1.74,5,3,5,4,60.0,80.0
1145,22,7.6,2.6,0.32,6,5,6,5,83.33333333333334,83.33333333333334
1146,18,7.6,2.6,0.32,0,0,0,0,0.0,0.0
1147,21,8.9,1.4,3.51,5,4,5,5,80.0,100.0
1148,18,13.9,-0.3,0.79,7,6,7,6,85.71428571428571,85.71428571428571
1149,18,12.7,3.7,-1.7,8,7,8,7,87.5,87.5
1150,18,8.9,1.4,3.51,6,6,6,6,100.0,100.0
1151,19,15.5,2.8,-4.06,0,0,0,0,0.0,0.0
1152,19,10.8,1.4,1.74,5,3,5,3,60.0,60.0
1153,19,16.2,0.3,-0.92,7,5,7,5,71.42857142857143,71.42857142857143
1154,19,10.8,1.4,1.74,8,7,8,7,87.5,87.5
1155,19,8.9,1.4,3.51,5,4,5,4,80.0,80.0
1156,19,10.8,1.4,1.74,6,3,6,1,50.0,16.666666666666664
1157,21,8.9,1.4,3.51,6,6,6,6,100.0,100.0
1158,20,15.5,2.8,-4.06,6,5,6,5,83.33333333333334,83.33333333333334
1159,20,11.1,0.6,2.02,5,5,5,5,100.0,100.0
1160,41,7.6,2.6,0.32,5,5,5,5,100.0,100.0
1161,32,12.4,0.5,1.79,7,4,7,7,57.14285714285714,100.0
1162,18,10.8,1.4,1.74,8,7,8,7,87.5,87.5
1163,35,15.5,2.8,-4.06,6,6,6,6,100.0,100.0
1164,32,16.2,0.3,-0.92,7,4,7,0,57.14285714285714,0.0
1165,37,12.4,0.5,1.79,11,11,8,8,100.0,100.0
1166,30,12.7,3.7,-1.7,7,7,8,7,100.0,87.5
1167,23,7.6,2.6,0.32,6,6,6,5,100.0,83.33333333333334
1168,20,15.5,2.8,-4.06,6,6,6,6,100.0,100.0
1169,21,9.4,-0.8,-3.12,5,4,5,4,80.0,80.0
1170,19,12.4,0.5,1.79,5,5,5,5,100.0,100.0
1171,18,10.8,1.4,1.74,8,7,8,7,87.5,87.5
1172,18,10.8,1.4,1.74,5,1,5,1,20.0,20.0
1173,24,12.4,0.5,1.79,5,4,5,5,80.0,100.0
1174,22,12.7,3.7,-1.7,6,4,6,4,66.66666666666666,66.66666666666666
1175,18,16.2,0.3,-0.92,6,4,6,3,66.66666666666666,50.0
1176,18,9.4,-0.8,-3.12,6,6,6,5,100.0,83.33333333333334
1177,21,16.2,0.3,-0.92,6,5,6,5,83.33333333333334,83.33333333333334
1178,38,16.2,0.3,-0.92,7,3,7,2,42.857142857142854,28.57142857142857
1179,19,12.7,3.7,-1.7,7,7,8,8,100.0,100.0
1180,36,16.2,0.3,-0.92,7,4,7,3,57.14285714285714,42.857142857142854
1181,18,12.7,3.7,-1.7,5,4,5,4,80.0,80.0
1182,19,12.4,0.5,1.79,7,7,8,6,100.0,75.0
1183,21,8.9,1.4,3.51,10,8,9,5,80.0,55.55555555555556
1184,19,11.1,0.6,2.02,7,6,8,6,85.71428571428571,75.0
1185,18,16.2,0.3,-0.92,6,5,6,6,83.33333333333334,100.0
1186,45,13.9,-0.3,0.79,11,11,10,10,100.0,100.0
1187,20,7.6,2.6,0.32,5,1,5,1,20.0,20.0
1188,18,13.9,-0.3,0.79,6,6,6,4,100.0,66.66666666666666
1189,18,11.1,0.6,2.02,6,6,6,6,100.0,100.0
1190,25,10.8,1.4,1.74,5,0,5,0,0.0,0.0
1191,19,10.8,1.4,1.74,8,7,8,7,87.5,87.5
1192,18,13.9,-0.3,0.79,0,0,0,0,0.0,0.0
1193,39,13.9,-0.3,0.79,13,13,12,12,100.0,100.0
1194,29,15.5,2.8,-4.06,18,18,13,13,100.0,100.0
1195,18,13.9,-0.3,0.79,7,6,7,7,85.71428571428571,100.0
1196,23,10.8,1.4,1.74,3,2,6,0,66.66666666666666,0.0
1197,21,12.7,3.7,-1.7,6,4,6,3,66.66666666666666,50.0
1198,18,10.8,1.4,1.74,6,6,6,6,100.0,100.0
1199,23,12.4,0.5,1.79,6,6,6,6,100.0,100.0
1200,18,11.1,0.6,2.02,6,6,6,6,100.0,100.0
1201,32,9.4,-0.8,-3.12,6,5,6,6,83.33333333333334,100.0
1202,29,10.8,1.4,1.74,5,3,5,2,60.0,40.0
1203,20,8.9,1.4,3.51,6,5,6,4,83.33333333333334,66.66666666666666
1204,28,9.4,-0.8,-3.12,6,1,6,0,16.666666666666664,0.0
1205,27,10.8,1.4,1.74,5,3,5,4,60.0,80.0
1206,22,7.6,2.6,0.32,14,12,14,12,85.71428571428571,85.71428571428571
1207,37,16.2,0.3,-0.92,6,6,6,6,100.0,100.0
1208,28,12.7,3.7,-1.7,6,1,6,0,16.666666666666664,0.0
1209,43,8.9,1.4,3.51,6,4,6,4,66.66666666666666,66.66666666666666
1210,32,10.8,1.4,1.74,7,0,8,0,0.0,0.0
1211,20,15.5,2.8,-4.06,6,4,6,5,66.66666666666666,83.33333333333334
1212,35,9.4,-0.8,-3.12,8,8,8,8,100.0,100.0
1213,21,7.6,2.6,0.32,5,3,5,4,60.0,80.0
1214,18,12.4,0.5,1.79,7,6,7,7,85.71428571428571,100.0
1215,18,16.2,0.3,-0.92,7,7,8,8,100.0,100.0
1216,18,16.2,0.3,-0.92,6,5,6,4,83.33333333333334,66.66666666666666
1217,22,12.4,0.5,1.79,6,6,6,6,100.0,100.0
1218,19,10.8,1.4,1.74,8,7,8,7,87.5,87.5
1219,18,13.9,-0.3,0.79,5,5,5,5,100.0,100.0
1220,19,12.4,0.5,1.79,0,0,0,0,0.0,0.0
1221,18,11.1,0.6,2.02,7,7,8,8,100.0,100.0
1222,31,16.2,0.3,-0.92,5,0,5,0,0.0,0.0
1223,33,9.4,-0.8,-3.12,6,5,6,6,83.33333333333334,100.0
1224,19,9.4,-0.8,-3.12,8,8,8,8,100.0,100.0
1225,18,12.7,3.7,-1.7,6,6,6,6,100.0,100.0
1226,23,7.6,2.6,0.32,5,3,5,5,60.0,100.0
1227,20,9.4,-0.8,-3.12,6,5,6,6,83.33333333333334,100.0
1228,18,9.4,-0.8,-3.12,8,8,8,8,100.0,100.0
1229,21,8.9,1.4,3.51,9,8,9,5,88.88888888888889,55.55555555555556
1230,22,12.7,3.7,-1.7,6,5,6,5,83.33333333333334,83.33333333333334
1231,20,9.4,-0.8,-3.12,6,6,6,6,100.0,100.0
1232,23,7.6,2.6,0.32,7,6,7,6,85.71428571428571,85.71428571428571
1233,19,16.2,0.3,-0.92,6,6,6,6,100.0,100.0
1234,19,10.8,1.4,1.74,8,7,8,7,87.5,87.5
1235,26,10.8,1.4,1.74,5,2,5,3,40.0,60.0
1236,18,16.2,0.3,-0.92,7,7,8,8,100.0,100.0
1237,18,9.4,-0.8,-3.12,5,1,5,0,20.0,0.0
1238,20,16.2,0.3,-0.92,6,6,6,6,100.0,100.0
1239,19,15.5,2.8,-4.06,6,0,6,0,0.0,0.0
1240,32,10.8,1.4,1.74,9,5,4,4,55.55555555555556,100.0
1241,31,9.4,-0.8,-3.12,4,2,5,3,50.0,60.0
1242,25,13.9,-0.3,0.79,5,1,5,1,20.0,20.0
1243,21,16.2,0.3,-0.92,6,5,6,5,83.33333333333334,83.33333333333334
1244,31,12.7,3.7,-1.7,6,4,5,1,66.66666666666666,20.0
1245,34,16.2,0.3,-0.92,7,1,7,1,14.285714285714285,14.285714285714285
1246,18,11.1,0.6,2.02,6,6,6,6,100.0,100.0
1247,19,12.4,0.5,1.79,6,0,6,0,0.0,0.0
1248,21,8.9,1.4,3.51,6,1,6,1,16.666666666666664,16.666666666666664
1249,18,9.4,-0.8,-3.12,6,3,6,5,50.0,83.33333333333334
1250,20,11.1,0.6,2.02,6,6,6,6,100.0,100.0
1251,20,15.5,2.8,-4.06,6,6,6,6,100.0,100.0
1252,18,11.1,0.6,2.02,6,5,6,5,83.33333333333334,83.33333333333334
1253,19,7.6,2.6,0.32,6,4,6,6,66.66666666666666,100.0
1254,19,12.7,3.7,-1.7,5,0,5,4,0.0,80.0
1255,30,11.1,0.6,2.02,6,0,6,1,0.0,16.666666666666664
1256,19,11.1,0.6,2.02,6,6,6,6,100.0,100.0
1257,19,12.7,3.7,-1.7,7,7,8,8,100.0,100.0
1258,19,12.7,3.7,-1.7,8,7,8,7,87.5,87.5
1259,19,12.4,0.5,1.79,6,6,6,6,100.0,100.0
1260,20,7.6,2.6,0.32,6,5,6,6,83.33333333333334,100.0
1261,25,13.9,-0.3,0.79,5,0,6,2,0.0,33.33333333333333
1262,19,12.4,0.5,1.79,6,0,6,0,0.0,0.0
1263,34,9.4,-0.8,-3.12,6,6,6,6,100.0,100.0
1264,18,12.7,3.7,-1.7,8,7,8,7,87.5,87.5
1265,18,9.4,-0.8,-3.12,8,8,8,8,100.0,100.0
1266,20,11.1,0.6,2.02,6,6,6,5,100.0,83.33333333333334
1267,20,10.8,1.4,1.74,8,7,8,7,87.5,87.5
1268,23,8.9,1.4,3.51,11,8,9,5,72.72727272727273,55.55555555555556
1269,28,10.8,1.4,1.74,6,1,6,0,16.666666666666664,0.0
1270,18,15.5,2.8,-4.06,6,5,6,6,83.33333333333334,100.0
1271,19,16.2,0.3,-0.92,5,5,5,4,100.0,80.0
1272,34,7.6,2.6,0.32,5,2,5,4,40.0,80.0
1273,35,8.9,1.4,3.51,7,0,6,0,0.0,0.0
1274,32,12.4,0.5,1.79,5,5,5,5,100.0,100.0
1275,19,11.1,0.6,2.02,6,6,6,6,100.0,100.0
1276,18,11.1,0.6,2.02,6,4,6,5,66.66666666666666,83.33333333333334
1277,35,9.4,-0.8,-3.12,5,4,5,5,80.0,100.0
1278,24,12.4,0.5,1.79,6,4,6,4,66.66666666666666,66.66666666666666
1279,20,13.9,-0.3,0.79,6,6,6,6,100.0,100.0
1280,18,16.2,0.3,-0.92,6,6,6,6,100.0,100.0
1281,20,10.8,1.4,1.74,8,7,8,7,87.5,87.5
1282,18,9.4,-0.8,-3.12,6,0,6,0,0.0,0.0
1283,18,12.4,0.5,1.79,5,5,5,5,100.0,100.0
1284,20,9.4,-0.8,-3.12,5,4,5,4,80.0,80.0
1285,19,12.4,0.5,1.79,7,6,7,6,85.71428571428571,85.71428571428571
1286,20,7.6,2.6,0.32,6,6,6,5,100.0,83.33333333333334
1287,19,10.8,1.4,1.74,6,6,6,6,100.0,100.0
1288,20,7.6,2.6,0.32,6,5,6,4,83.33333333333334,66.66666666666666
1289,22,11.1,0.6,2.02,7,6,8,7,85.71428571428571,87.5
1290,18,11.1,0.6,2.02,5,4,6,6,80.0,100.0
1291,19,12.7,3.7,-1.7,8,7,8,7,87.5,87.5
1292,22,13.9,-0.3,0.79,6,3,6,2,50.0,33.33333333333333
1293,20,8.9,1.4,3.51,5,5,5,5,100.0,100.0
1294,34,12.4,0.5,1.79,6,0,6,0,0.0,0.0
1295,24,16.2,0.3,-0.92,6,1,5,0,16.666666666666664,0.0
1296,26,7.6,2.6,0.32,5,0,5,0,0.0,0.0
1297,35,12.4,0.5,1.79,7,4,7,5,57.14285714285714,71.42857142857143
1298,22,7.6,2.6,0.32,5,5,5,5,100.0,100.0
1299,26,9.4,-0.8,-3.12,6,4,6,3,66.66666666666666,50.0
1300,19,8.9,1.4,3.51,5,3,5,0,60.0,0.0
1301,19,8.9,1.4,3.51,6,0,6,0,0.0,0.0
1302,20,15.5,2.8,-4.06,0,0,0,0,0.0,0.0
1303,21,11.1,0.6,2.02,11,10,8,8,90.9090909090909,100.0
1304,19,13.9,-0.3,0.79,6,6,6,6,100.0,100.0
1305,18,12.7,3.7,-1.7,6,6,6,6,100.0,100.0
1306,23,8.9,1.4,3.51,12,12,10,10,100.0,100.0
1307,18,12.7,3.7,-1.7,5,5,5,5,100.0,100.0
1308,18,12.7,3.7,-1.7,8,7,8,7,87.5,87.5
1309,19,10.8,1.4,1.74,8,7,8,7,87.5,87.5
1310,21,8.9,1.4,3.51,11,11,9,8,100.0,88.88888888888889
1311,18,15.5,2.8,-4.06,6,6,6,6,100.0,100.0
1312,24,10.8,1.4,1.74,6,6,6,6,100.0,100.0
1313,18,16.2,0.3,-0.92,7,7,8,8,100.0,100.0
1314,18,13.9,-0.3,0.79,6,6,6,3,100.0,50.0
1315,20,12.4,0.5,1.79,7,6,8,7,85.71428571428571,87.5
1316,19,9.4,-0.8,-3.12,5,3,5,4,60.0,80.0
1317,18,7.6,2.6,0.32,6,3,6,3,50.0,50.0
1318,19,10.8,1.4,1.74,6,4,6,3,66.66666666666666,50.0
1319,19,10.8,1.4,1.74,6,5,6,5,83.33333333333334,83.33333333333334
1320,18,10.8,1.4,1.74,6,6,6,6,100.0,100.0
1321,20,11.1,0.6,2.02,7,6,7,6,85.71428571428571,85.71428571428571
1322,18,9.4,-0.8,-3.12,8,8,8,8,100.0,100.0
1323,19,11.1,0.6,2.02,7,6,7,6,85.71428571428571,85.71428571428571
1324,18,13.9,-0.3,0.79,5,4,5,2,80.0,40.0
1325,18,7.6,2.6,0.32,7,6,7,6,85.71428571428571,85.71428571428571
1326,21,11.1,0.6,2.02,6,4,6,2,66.66666666666666,33.33333333333333
1327,19,7.6,2.6,0.32,6,1,6,0,16.666666666666664,0.0
1328,21,12.4,0.5,1.79,7,7,8,8,100.0,100.0
1329,18,11.1,0.6,2.02,6,4,6,3,66.66666666666666,50.0
1330,18,12.7,3.7,-1.7,7,7,8,8,100.0,100.0
1331,18,11.1,0.6,2.02,7,7,8,8,100.0,100.0
1332,23,10.8,1.4,1.74,5,0,5,1,0.0,20.0
1333,20,16.2,0.3,-0.92,6,3,6,4,50.0,66.66666666666666
1334,18,16.2,0.3,-0.92,7,7,8,8,100.0,100.0
1335,19,7.6,2.6,0.32,6,5,6,5,83.33333333333334,83.33333333333334
1336,27,12.4,0.5,1.79,7,6,7,6,85.71428571428571,85.71428571428571
1337,19,11.1,0.6,2.02,5,5,5,4,100.0,80.0
1338,21,15.5,2.8,-4.06,6,5,6,5,83.33333333333334,83.33333333333334
1339,19,10.8,1.4,1.74,8,7,8,7,87.5,87.5
1340,21,13.9,-0.3,0.79,6,6,6,6,100.0,100.0
1341,18,10.8,1.4,1.74,6,5,6,4,83.33333333333334,66.66666666666666
1342,20,12.7,3.7,-1.7,5,5,5,4,100.0,80.0
1343,18,9.4,-0.8,-3.12,6,5,6,5,83.33333333333334,83.33333333333334
1344,18,12.7,3.7,-1.7,6,6,6,6,100.0,100.0
1345,18,8.9,1.4,3.51,6,6,6,6,100.0,100.0
1346,18,16.2,0.3,-0.92,6,6,6,6,100.0,100.0
1347,19,12.4,0.5,1.79,7,5,7,7,71.42857142857143,100.0
1348,23,8.9,1.4,3.51,11,11,9,8,100.0,88.88888888888889
1349,24,8.9,1.4,3.51,6,6,6,6,100.0,100.0
1350,19,10.8,1.4,1.74,0,0,0,0,0.0,0.0
1351,18,12.7,3.7,-1.7,8,7,8,7,87.5,87.5
1352,19,12.7,3.7,-1.7,6,6,6,6,100.0,100.0
1353,19,10.8,1.4,1.74,6,0,6,0,0.0,0.0
1354,20,11.1,0.6,2.02,6,5,6,5,83.33333333333334,83.33333333333334
1355,20,13.9,-0.3,0.79,6,6,6,5,100.0,83.33333333333334
1356,26,7.6,2.6,0.32,6,4,6,0,66.66666666666666,0.0
1357,36,15.5,2.8,-4.06,5,0,5,0,0.0,0.0
1358,19,10.8,1.4,1.74,0,0,0,0,0.0,0.0
1359,27,15.5,2.8,-4.06,5,0,5,0,0.0,0.0
1360,18,8.9,1.4,3.51,5,1,5,0,20.0,0.0
1361,18,10.8,1.4,1.74,8,7,8,7,87.5,87.5
1362,28,12.4,0.5,1.79,6,0,6,0,0.0,0.0
1363,21,12.4,0.5,1.79,0,0,0,0,0.0,0.0
1364,19,7.6,2.6,0.32,7,6,7,6,85.71428571428571,85.71428571428571
1365,26,9.4,-0.8,-3.12,5,0,5,0,0.0,0.0
1366,20,11.1,0.6,2.02,9,9,7,6,100.0,85.71428571428571
1367,19,12.7,3.7,-1.7,8,7,8,7,87.5,87.5
1368,21,12.7,3.7,-1.7,5,3,5,4,60.0,80.0
1369,23,8.9,1.4,3.51,6,5,6,6,83.33333333333334,100.0
1370,29,11.1,0.6,2.02,6,6,6,6,100.0,100.0
1371,20,12.7,3.7,-1.7,8,7,8,7,87.5,87.5
1372,18,15.5,2.8,-4.06,6,6,6,6,100.0,100.0
1373,19,9.4,-0.8,-3.12,6,5,6,5,83.33333333333334,83.33333333333334
1374,23,10.8,1.4,1.74,7,3,8,3,42.857142857142854,37.5
1375,21,13.9,-0.3,0.79,0,0,0,0,0.0,0.0
1376,18,15.5,2.8,-4.06,5,5,5,4,100.0,80.0
1377,18,10.8,1.4,1.74,0,0,0,0,0.0,0.0
1378,21,9.4,-0.8,-3.12,6,1,6,0,16.666666666666664,0.0
1379,22,11.1,0.6,2.02,6,0,6,0,0.0,0.0
1380,21,8.9,1.4,3.51,7,7,7,5,100.0,71.42857142857143
1381,32,16.2,0.3,-0.92,7,0,8,0,0.0,0.0
1382,27,15.5,2.8,-4.06,18,18,13,13,100.0,100.0
1383,18,7.6,2.6,0.32,7,6,7,6,85.71428571428571,85.71428571428571
1384,24,15.5,2.8,-4.06,6,6,6,2,100.0,33.33333333333333
1385,22,12.7,3.7,-1.7,5,2,5,0,40.0,0.0
1386,22,10.8,1.4,1.74,6,0,4,0,0.0,0.0
1387,19,13.9,-0.3,0.79,5,5,5,5,100.0,100.0
1388,19,7.6,2.6,0.32,5,0,5,0,0.0,0.0
1389,21,10.8,1.4,1.74,5,4,5,3,80.0,60.0
1390,18,9.4,-0.8,-3.12,8,8,8,8,100.0,100.0
1391,18,9.4,-0.8,-3.12,6,6,6,5,100.0,83.33333333333334
1392,20,16.2,0.3,-0.92,0,0,0,0,0.0,0.0
1393,19,13.9,-0.3,0.79,6,6,6,6,100.0,100.0
1394,19,8.9,1.4,3.51,6,5,6,6,83.33333333333334,100.0
1395,18,12.4,0.5,1.79,6,5,6,6,83.33333333333334,100.0
1396,20,16.2,0.3,-0.92,6,6,6,6,100.0,100.0
1397,22,12.4,0.5,1.79,7,7,9,9,100.0,100.0
1398,31,12.4,0.5,1.79,7,6,7,7,85.71428571428571,100.0
1399,19,16.2,0.3,-0.92,7,7,7,7,100.0,100.0
1400,18,12.4,0.5,1.79,0,0,0,0,0.0,0.0
1401,18,8.9,1.4,3.51,6,6,6,5,100.0,83.33333333333334
1402,21,7.6,2.6,0.32,5,5,5,5,100.0,100.0
1403,18,13.9,-0.3,0.79,7,7,8,8,100.0,100.0
1404,25,15.5,2.8,-4.06,5,0,5,0,0.0,0.0
1405,21,11.1,0.6,2.02,5,0,6,0,0.0,0.0
1406,19,10.8,1.4,1.74,8,7,8,7,87.5,87.5
1407,19,10.8,1.4,1.74,6,5,6,5,83.33333333333334,83.33333333333334
1408,22,7.6,2.6,0.32,6,4,6,1,66.66666666666666,16.666666666666664
1409,19,12.4,0.5,1.79,5,5,5,5,100.0,100.0
1410,58,11.1,0.6,2.02,6,0,6,0,0.0,0.0
1411,19,10.8,1.4,1.74,6,4,6,6,66.66666666666666,100.0
1412,23,9.4,-0.8,-3.12,9,6,10,10,66.66666666666666,100.0
1413,19,9.4,-0.8,-3.12,6,4,6,3,66.66666666666666,50.0
1414,18,13.9,-0.3,0.79,7,7,8,8,100.0,100.0
1415,20,7.6,2.6,0.32,5,5,5,4,100.0,80.0
1416,18,12.7,3.7,-1.7,6,0,6,0,0.0,0.0
1417,18,8.9,1.4,3.51,6,6,6,5,100.0,83.33333333333334
1418,18,11.1,0.6,2.02,5,5,5,5,100.0,100.0
1419,24,11.1,0.6,2.02,6,6,6,5,100.0,83.33333333333334
1420,18,10.8,1.4,1.74,6,5,6,5,83.33333333333334,83.33333333333334
1421,19,9.4,-0.8,-3.12,5,5,5,3,100.0,60.0
1422,19,8.9,1.4,3.51,6,6,6,6,100.0,100.0
1423,18,7.6,2.6,0.32,6,6,6,6,100.0,100.0
1424,18,12.7,3.7,-1.7,5,4,5,5,80.0,100.0
1425,19,10.8,1.4,1.74,0,0,0,0,0.0,0.0
1426,22,13.9,-0.3,0.79,6,6,6,4,100.0,66.66666666666666
1427,19,10.8,1.4,1.74,6,5,6,2,83.33333333333334,33.33333333333333
1428,21,12.7,3.7,-1.7,6,3,6,4,50.0,66.66666666666666
1429,21,8.9,1.4,3.51,6,5,6,6,83.33333333333334,100.0
1430,18,10.8,1.4,1.74,8,7,8,7,87.5,87.5
1431,20,10.8,1.4,1.74,6,4,6,1,66.66666666666666,16.666666666666664
1432,18,7.6,2.6,0.32,6,6,6,5,100.0,83.33333333333334
1433,19,12.7,3.7,-1.7,6,6,6,6,100.0,100.0
1434,18,11.1,0.6,2.02,7,6,8,6,85.71428571428571,75.0
1435,26,11.1,0.6,2.02,7,6,6,2,85.71428571428571,33.33333333333333
1436,19,8.9,1.4,3.51,6,2,5,2,33.33333333333333,40.0
1437,35,15.5,2.8,-4.06,6,6,6,6,100.0,100.0
1438,19,12.4,0.5,1.79,6,6,6,6,100.0,100.0
1439,18,10.8,1.4,1.74,5,4,5,5,80.0,100.0
1440,19,7.6,2.6,0.32,5,4,5,4,80.0,80.0
1441,25,12.4,0.5,1.79,17,17,17,17,100.0,100.0
1442,18,11.1,0.6,2.02,6,6,6,6,100.0,100.0
1443,26,16.2,0.3,-0.92,6,0,6,0,0.0,0.0
1444,34,9.4,-0.8,-3.12,5,5,5,5,100.0,100.0
1445,18,12.7,3.7,-1.7,5,0,5,0,0.0,0.0
1446,18,9.4,-0.8,-3.12,0,0,0,0,0.0,0.0
1447,18,8.9,1.4,3.51,5,4,5,3,80.0,60.0
1448,20,12.4,0.5,1.79,6,3,6,3,50.0,50.0
1449,25,16.2,0.3,-0.92,7,6,9,9,85.71428571428571,100.0
1450,18,11.1,0.6,2.02,6,6,6,5,100.0,83.33333333333334
1451,19,15.5,2.8,-4.06,12,11,12,12,91.66666666666666,100.0
1452,20,10.8,1.4,1.74,0,0,0,0,0.0,0.0
1453,20,10.8,1.4,1.74,7,6,6,6,85.71428571428571,100.0
1454,20,7.6,2.6,0.32,5,4,5,4,80.0,80.0
1455,19,11.1,0.6,2.02,5,0,5,0,0.0,0.0
1456,20,8.9,1.4,3.51,5,5,5,4,100.0,80.0
1457,18,11.1,0.6,2.02,7,6,8,6,85.71428571428571,75.0
1458,19,16.2,0.3,-0.92,6,4,6,1,66.66666666666666,16.666666666666664
1459,20,9.4,-0.8,-3.12,5,0,5,0,0.0,0.0
1460,24,15.5,2.8,-4.06,6,4,6,4,66.66666666666666,66.66666666666666
1461,20,16.2,0.3,-0.92,6,5,6,6,83.33333333333334,100.0
1462,19,9.4,-0.8,-3.12,5,3,5,4,60.0,80.0
1463,23,8.9,1.4,3.51,5,2,5,1,40.0,20.0
1464,20,7.6,2.6,0.32,6,6,6,5,100.0,83.33333333333334
1465,21,9.4,-0.8,-3.12,11,11,11,8,100.0,72.72727272727273
1466,20,10.8,1.4,1.74,5,3,5,0,60.0,0.0
1467,21,7.6,2.6,0.32,5,4,5,4,80.0,80.0
1468,18,11.1,0.6,2.02,6,6,6,6,100.0,100.0
1469,18,11.1,0.6,2.02,6,6,6,6,100.0,100.0
1470,18,13.9,-0.3,0.79,5,5,5,4,100.0,80.0
1471,20,15.5,2.8,-4.06,6,4,6,5,66.66666666666666,83.33333333333334
1472,18,16.2,0.3,-0.92,6,6,6,6,100.0,100.0
1473,19,9.4,-0.8,-3.12,6,0,6,0,0.0,0.0
1474,20,10.8,1.4,1.74,5,4,5,2,80.0,40.0
1475,19,9.4,-0.8,-3.12,5,4,5,5,80.0,100.0
1476,33,12.7,3.7,-1.7,5,2,5,2,40.0,40.0
1477,21,8.9,1.4,3.51,12,12,11,11,100.0,100.0
1478,25,15.5,2.8,-4.06,6,2,6,0,33.33333333333333,0.0
1479,20,12.4,0.5,1.79,6,4,6,0,66.66666666666666,0.0
1480,22,8.9,1.4,3.51,7,5,8,5,71.42857142857143,62.5
1481,39,10.8,1.4,1.74,6,4,6,6,66.66666666666666,100.0
1482,21,8.9,1.4,3.51,6,6,6,6,100.0,100.0
1483,19,16.2,0.3,-0.92,6,6,6,4,100.0,66.66666666666666
1484,26,7.6,2.6,0.32,7,6,7,6,85.71428571428571,85.71428571428571
1485,19,15.5,2.8,-4.06,6,4,6,5,66.66666666666666,83.33333333333334
1486,20,8.9,1.4,3.51,12,11,9,7,91.66666666666666,77.77777777777779
1487,25,15.5,2.8,-4.06,6,6,6,5,100.0,83.33333333333334
1488,24,16.2,0.3,-0.92,6,0,6,0,0.0,0.0
1489,20,7.6,2.6,0.32,5,4,5,5,80.0,100.0
1490,29,13.9,-0.3,0.79,6,6,6,6,100.0,100.0
1491,20,16.2,0.3,-0.92,6,6,6,6,100.0,100.0
1492,20,13.9,-0.3,0.79,6,4,6,2,66.66666666666666,33.33333333333333
