,Marital status,attendance,Esn,Debtor,fees,Gender,scholarship,Target,Sector_Agronomy and Veterinary Science,Sector_Business and Communication,Sector_Education,Sector_Renewable Energies,Sector_Social Services and Health,Sector_Technology and Design,Sector_Tourism,Age at enrollment,Unemployment rate,Inflation rate,GDP,Enrolled1,Approved1,Enrolled2,Approved2,Tasa_1st,Tasa_2nd
1156,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,19,10.8,1.4,1.74,6,3,6,1,50.0,16.666666666666664
1157,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,21,8.9,1.4,3.51,6,6,6,6,100.0,100.0
1158,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,20,15.5,2.8,-4.06,6,5,6,5,83.33333333333334,83.33333333333334
1159,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,20,11.1,0.6,2.02,5,5,5,5,100.0,100.0
1160,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,41,7.6,2.6,0.32,5,5,5,5,100.0,100.0
1161,0,1,0,0,1,0,0,2,0,0,0,0,1,0,0,32,12.4,0.5,1.79,7,4,7,7,57.14285714285714,100.0
1162,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,18,10.8,1.4,1.74,8,7,8,7,87.5,87.5
1163,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,35,15.5,2.8,-4.06,6,6,6,6,100.0,100.0
1164,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,32,16.2,0.3,-0.92,7,4,7,0,57.14285714285714,0.0
1165,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,37,12.4,0.5,1.79,11,11,8,8,100.0,100.0
1166,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,30,12.7,3.7,-1.7,7,7,8,7,100.0,87.5
1167,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,23,7.6,2.6,0.32,6,6,6,5,100.0,83.33333333333334
1168,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,20,15.5,2.8,-4.06,6,6,6,6,100.0,100.0
1169,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,21,9.4,-0.8,-3.12,5,4,5,4,80.0,80.0
1170,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,19,12.4,0.5,1.79,5,5,5,5,100.0,100.0
1171,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,18,10.8,1.4,1.74,8,7,8,7,87.5,87.5
1172,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,18,10.8,1.4,1.74,5,1,5,1,20.0,20.0
1173,0,0,0,0,1,1,0,2,0,1,0,0,0,0,0,24,12.4,0.5,1.79,5,4,5,5,80.0,100.0
1174,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,22,12.7,3.7,-1.7,6,4,6,4,66.66666666666666,66.66666666666666
1175,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,18,16.2,0.3,-0.92,6,4,6,3,66.66666666666666,50.0
1176,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,18,9.4,-0.8,-3.12,6,6,6,5,100.0,83.33333333333334
1177,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,21,16.2,0.3,-0.92,6,5,6,5,83.33333333333334,83.33333333333334
1178,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,38,16.2,0.3,-0.92,7,3,7,2,42.857142857142854,28.57142857142857
1179,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,19,12.7,3.7,-1.7,7,7,8,8,100.0,100.0
1180,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,36,16.2,0.3,-0.92,7,4,7,3,57.14285714285714,42.857142857142854
1181,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,18,12.7,3.7,-1.7,5,4,5,4,80.0,80.0
1182,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,19,12.4,0.5,1.79,7,7,8,6,100.0,75.0
1183,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,21,8.9,1.4,3.51,10,8,9,5,80.0,55.55555555555556
1184,0,1,0,0,1,0,0,2,0,0,0,0,1,0,0,19,11.1,0.6,2.02,7,6,8,6,85.71428571428571,75.0
1185,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,18,16.2,0.3,-0.92,6,5,6,6,83.33333333333334,100.0
1186,1,1,0,0,1,0,0,2,0,0,0,0,1,0,0,45,13.9,-0.3,0.79,11,11,10,10,100.0,100.0
1187,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,20,7.6,2.6,0.32,5,1,5,1,20.0,20.0
1188,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,18,13.9,-0.3,0.79,6,6,6,4,100.0,66.66666666666666
1189,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,18,11.1,0.6,2.02,6,6,6,6,100.0,100.0
1190,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,25,10.8,1.4,1.74,5,0,5,0,0.0,0.0
1191,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,19,10.8,1.4,1.74,8,7,8,7,87.5,87.5
1192,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,18,13.9,-0.3,0.79,0,0,0,0,0.0,0.0
1193,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,39,13.9,-0.3,0.79,13,13,12,12,100.0,100.0
1194,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,29,15.5,2.8,-4.06,18,18,13,13,100.0,100.0
1195,0,1,0,0,1,0,0,2,0,0,1,0,0,0,0,18,13.9,-0.3,0.79,7,6,7,7,85.71428571428571,100.0
1196,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,23,10.8,1.4,1.74,3,2,6,0,66.66666666666666,0.0
1197,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,21,12.7,3.7,-1.7,6,4,6,3,66.66666666666666,50.0
1198,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,18,10.8,1.4,1.74,6,6,6,6,100.0,100.0
1199,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,23,12.4,0.5,1.79,6,6,6,6,100.0,100.0
1200,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,18,11.1,0.6,2.02,6,6,6,6,100.0,100.0
1201,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,32,9.4,-0.8,-3.12,6,5,6,6,83.33333333333334,100.0
1202,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,29,10.8,1.4,1.74,5,3,5,2,60.0,40.0
1203,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,20,8.9,1.4,3.51,6,5,6,4,83.33333333333334,66.66666666666666
1204,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,28,9.4,-0.8,-3.12,6,1,6,0,16.666666666666664,0.0
1205,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,27,10.8,1.4,1.74,5,3,5,4,60.0,80.0
1206,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,22,7.6,2.6,0.32,14,12,14,12,85.71428571428571,85.71428571428571
1207,1,1,0,1,1,0,0,2,1,0,0,0,0,0,0,37,16.2,0.3,-0.92,6,6,6,6,100.0,100.0
1208,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,28,12.7,3.7,-1.7,6,1,6,0,16.666666666666664,0.0
1209,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,43,8.9,1.4,3.51,6,4,6,4,66.66666666666666,66.66666666666666
1210,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,32,10.8,1.4,1.74,7,0,8,0,0.0,0.0
1211,0,1,0,0,1,0,1,2,0,0,0,0,1,0,0,20,15.5,2.8,-4.06,6,4,6,5,66.66666666666666,83.33333333333334
1212,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,35,9.4,-0.8,-3.12,8,8,8,8,100.0,100.0
1213,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,21,7.6,2.6,0.32,5,3,5,4,60.0,80.0
1214,0,1,0,0,1,0,1,2,0,0,0,0,1,0,0,18,12.4,0.5,1.79,7,6,7,7,85.71428571428571,100.0
1215,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,18,16.2,0.3,-0.92,7,7,8,8,100.0,100.0
1216,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,18,16.2,0.3,-0.92,6,5,6,4,83.33333333333334,66.66666666666666
1217,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,22,12.4,0.5,1.79,6,6,6,6,100.0,100.0
1218,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,19,10.8,1.4,1.74,8,7,8,7,87.5,87.5
1219,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,18,13.9,-0.3,0.79,5,5,5,5,100.0,100.0
1220,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,19,12.4,0.5,1.79,0,0,0,0,0.0,0.0
1221,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,18,11.1,0.6,2.02,7,7,8,8,100.0,100.0
1222,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,31,16.2,0.3,-0.92,5,0,5,0,0.0,0.0
1223,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,33,9.4,-0.8,-3.12,6,5,6,6,83.33333333333334,100.0
1224,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,19,9.4,-0.8,-3.12,8,8,8,8,100.0,100.0
1225,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,18,12.7,3.7,-1.7,6,6,6,6,100.0,100.0
1226,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,23,7.6,2.6,0.32,5,3,5,5,60.0,100.0
1227,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,20,9.4,-0.8,-3.12,6,5,6,6,83.33333333333334,100.0
1228,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,18,9.4,-0.8,-3.12,8,8,8,8,100.0,100.0
1229,0,1,0,1,1,0,0,2,1,0,0,0,0,0,0,21,8.9,1.4,3.51,9,8,9,5,88.88888888888889,55.55555555555556
1230,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,22,12.7,3.7,-1.7,6,5,6,5,83.33333333333334,83.33333333333334
1231,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,20,9.4,-0.8,-3.12,6,6,6,6,100.0,100.0
1232,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,23,7.6,2.6,0.32,7,6,7,6,85.71428571428571,85.71428571428571
1233,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,19,16.2,0.3,-0.92,6,6,6,6,100.0,100.0
1234,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,19,10.8,1.4,1.74,8,7,8,7,87.5,87.5
1235,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,26,10.8,1.4,1.74,5,2,5,3,40.0,60.0
1236,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,18,16.2,0.3,-0.92,7,7,8,8,100.0,100.0
1237,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,18,9.4,-0.8,-3.12,5,1,5,0,20.0,0.0
1238,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,20,16.2,0.3,-0.92,6,6,6,6,100.0,100.0
1239,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,19,15.5,2.8,-4.06,6,0,6,0,0.0,0.0
1240,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,32,10.8,1.4,1.74,9,5,4,4,55.55555555555556,100.0
1241,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,31,9.4,-0.8,-3.12,4,2,5,3,50.0,60.0
1242,0,1,0,0,1,1,0,2,0,0,0,0,0,1,0,25,13.9,-0.3,0.79,5,1,5,1,20.0,20.0
1243,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,21,16.2,0.3,-0.92,6,5,6,5,83.33333333333334,83.33333333333334
1244,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,31,12.7,3.7,-1.7,6,4,5,1,66.66666666666666,20.0
1245,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,34,16.2,0.3,-0.92,7,1,7,1,14.285714285714285,14.285714285714285
1246,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,18,11.1,0.6,2.02,6,6,6,6,100.0,100.0
1247,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,19,12.4,0.5,1.79,6,0,6,0,0.0,0.0
1248,0,1,0,1,1,0,0,2,0,1,0,0,0,0,0,21,8.9,1.4,3.51,6,1,6,1,16.666666666666664,16.666666666666664
1249,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,18,9.4,-0.8,-3.12,6,3,6,5,50.0,83.33333333333334
1250,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,20,11.1,0.6,2.02,6,6,6,6,100.0,100.0
1251,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,20,15.5,2.8,-4.06,6,6,6,6,100.0,100.0
1252,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,18,11.1,0.6,2.02,6,5,6,5,83.33333333333334,83.33333333333334
1253,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,19,7.6,2.6,0.32,6,4,6,6,66.66666666666666,100.0
1254,0,1,0,0,1,0,0,2,1,0,0,0,0,0,0,19,12.7,3.7,-1.7,5,0,5,4,0.0,80.0
1255,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,30,11.1,0.6,2.02,6,0,6,1,0.0,16.666666666666664
1256,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,19,11.1,0.6,2.02,6,6,6,6,100.0,100.0
1257,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,19,12.7,3.7,-1.7,7,7,8,8,100.0,100.0
1258,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,19,12.7,3.7,-1.7,8,7,8,7,87.5,87.5
1259,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,19,12.4,0.5,1.79,6,6,6,6,100.0,100.0
1260,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,20,7.6,2.6,0.32,6,5,6,6,83.33333333333334,100.0
1261,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,25,13.9,-0.3,0.79,5,0,6,2,0.0,33.33333333333333
1262,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,19,12.4,0.5,1.79,6,0,6,0,0.0,0.0
1263,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,34,9.4,-0.8,-3.12,6,6,6,6,100.0,100.0
1264,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,18,12.7,3.7,-1.7,8,7,8,7,87.5,87.5
1265,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,18,9.4,-0.8,-3.12,8,8,8,8,100.0,100.0
1266,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,20,11.1,0.6,2.02,6,6,6,5,100.0,83.33333333333334
1267,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,20,10.8,1.4,1.74,8,7,8,7,87.5,87.5
1268,0,0,0,1,1,0,0,2,0,1,0,0,0,0,0,23,8.9,1.4,3.51,11,8,9,5,72.72727272727273,55.55555555555556
1269,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,28,10.8,1.4,1.74,6,1,6,0,16.666666666666664,0.0
1270,0,1,0,0,1,0,0,2,0,1,0,0,0,0,0,18,15.5,2.8,-4.06,6,5,6,6,83.33333333333334,100.0
1271,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,19,16.2,0.3,-0.92,5,5,5,4,100.0,80.0
1272,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,34,7.6,2.6,0.32,5,2,5,4,40.0,80.0
1273,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,35,8.9,1.4,3.51,7,0,6,0,0.0,0.0
1274,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,32,12.4,0.5,1.79,5,5,5,5,100.0,100.0
1275,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,19,11.1,0.6,2.02,6,6,6,6,100.0,100.0
1276,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,18,11.1,0.6,2.02,6,4,6,5,66.66666666666666,83.33333333333334
1277,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,35,9.4,-0.8,-3.12,5,4,5,5,80.0,100.0
1278,0,0,0,0,1,1,1,2,0,0,0,0,1,0,0,24,12.4,0.5,1.79,6,4,6,4,66.66666666666666,66.66666666666666
1279,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,20,13.9,-0.3,0.79,6,6,6,6,100.0,100.0
1280,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,18,16.2,0.3,-0.92,6,6,6,6,100.0,100.0
1281,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,20,10.8,1.4,1.74,8,7,8,7,87.5,87.5
1282,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,18,9.4,-0.8,-3.12,6,0,6,0,0.0,0.0
1283,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0,18,12.4,0.5,1.79,5,5,5,5,100.0,100.0
1284,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,20,9.4,-0.8,-3.12,5,4,5,4,80.0,80.0
1285,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,19,12.4,0.5,1.79,7,6,7,6,85.71428571428571,85.71428571428571
1286,0,1,0,0,1,1,1,2,0,0,0,0,0,1,0,20,7.6,2.6,0.32,6,6,6,5,100.0,83.33333333333334
1287,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,19,10.8,1.4,1.74,6,6,6,6,100.0,100.0
1288,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,20,7.6,2.6,0.32,6,5,6,4,83.33333333333334,66.66666666666666
1289,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,22,11.1,0.6,2.02,7,6,8,7,85.71428571428571,87.5
1290,0,1,0,0,1,1,1,2,0,0,0,0,0,1,0,18,11.1,0.6,2.02,5,4,6,6,80.0,100.0
1291,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,19,12.7,3.7,-1.7,8,7,8,7,87.5,87.5
1292,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,22,13.9,-0.3,0.79,6,3,6,2,50.0,33.33333333333333
1293,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,20,8.9,1.4,3.51,5,5,5,5,100.0,100.0
1294,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,34,12.4,0.5,1.79,6,0,6,0,0.0,0.0
1295,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,24,16.2,0.3,-0.92,6,1,5,0,16.666666666666664,0.0
1296,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,26,7.6,2.6,0.32,5,0,5,0,0.0,0.0
1297,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,35,12.4,0.5,1.79,7,4,7,5,57.14285714285714,71.42857142857143
1298,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,22,7.6,2.6,0.32,5,5,5,5,100.0,100.0
1299,0,1,0,0,1,1,0,2,0,0,0,0,0,0,1,26,9.4,-0.8,-3.12,6,4,6,3,66.66666666666666,50.0
1300,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,19,8.9,1.4,3.51,5,3,5,0,60.0,0.0
1301,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,19,8.9,1.4,3.51,6,0,6,0,0.0,0.0
1302,0,1,0,1,1,1,0,1,0,0,0,0,0,1,0,20,15.5,2.8,-4.06,0,0,0,0,0.0,0.0
1303,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,21,11.1,0.6,2.02,11,10,8,8,90.9090909090909,100.0
1304,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,19,13.9,-0.3,0.79,6,6,6,6,100.0,100.0
1305,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,18,12.7,3.7,-1.7,6,6,6,6,100.0,100.0
1306,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,23,8.9,1.4,3.51,12,12,10,10,100.0,100.0
1307,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,18,12.7,3.7,-1.7,5,5,5,5,100.0,100.0
1308,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,18,12.7,3.7,-1.7,8,7,8,7,87.5,87.5
1309,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,19,10.8,1.4,1.74,8,7,8,7,87.5,87.5
1310,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,21,8.9,1.4,3.51,11,11,9,8,100.0,88.88888888888889
1311,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,18,15.5,2.8,-4.06,6,6,6,6,100.0,100.0
1312,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,24,10.8,1.4,1.74,6,6,6,6,100.0,100.0
1313,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,18,16.2,0.3,-0.92,7,7,8,8,100.0,100.0
1314,0,1,0,0,1,0,0,2,0,1,0,0,0,0,0,18,13.9,-0.3,0.79,6,6,6,3,100.0,50.0
1315,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,20,12.4,0.5,1.79,7,6,8,7,85.71428571428571,87.5
1316,0,1,0,0,1,0,0,2,1,0,0,0,0,0,0,19,9.4,-0.8,-3.12,5,3,5,4,60.0,80.0
1317,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,18,7.6,2.6,0.32,6,3,6,3,50.0,50.0
1318,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,19,10.8,1.4,1.74,6,4,6,3,66.66666666666666,50.0
1319,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,19,10.8,1.4,1.74,6,5,6,5,83.33333333333334,83.33333333333334
1320,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,18,10.8,1.4,1.74,6,6,6,6,100.0,100.0
1321,0,1,0,0,1,0,0,2,0,0,1,0,0,0,0,20,11.1,0.6,2.02,7,6,7,6,85.71428571428571,85.71428571428571
1322,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,18,9.4,-0.8,-3.12,8,8,8,8,100.0,100.0
1323,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,19,11.1,0.6,2.02,7,6,7,6,85.71428571428571,85.71428571428571
1324,0,1,0,0,1,0,0,2,0,1,0,0,0,0,0,18,13.9,-0.3,0.79,5,4,5,2,80.0,40.0
1325,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,18,7.6,2.6,0.32,7,6,7,6,85.71428571428571,85.71428571428571
1326,0,1,0,0,1,0,0,2,1,0,0,0,0,0,0,21,11.1,0.6,2.02,6,4,6,2,66.66666666666666,33.33333333333333
1327,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,19,7.6,2.6,0.32,6,1,6,0,16.666666666666664,0.0
1328,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,21,12.4,0.5,1.79,7,7,8,8,100.0,100.0
1329,0,1,0,0,1,0,0,2,1,0,0,0,0,0,0,18,11.1,0.6,2.02,6,4,6,3,66.66666666666666,50.0
1330,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,18,12.7,3.7,-1.7,7,7,8,8,100.0,100.0
1331,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,18,11.1,0.6,2.02,7,7,8,8,100.0,100.0
1332,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,23,10.8,1.4,1.74,5,0,5,1,0.0,20.0
1333,0,1,0,0,1,0,0,2,0,0,0,0,1,0,0,20,16.2,0.3,-0.92,6,3,6,4,50.0,66.66666666666666
1334,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,18,16.2,0.3,-0.92,7,7,8,8,100.0,100.0
1335,0,1,0,0,1,0,0,2,0,0,1,0,0,0,0,19,7.6,2.6,0.32,6,5,6,5,83.33333333333334,83.33333333333334
1336,0,1,0,0,1,0,1,2,0,0,0,0,1,0,0,27,12.4,0.5,1.79,7,6,7,6,85.71428571428571,85.71428571428571
1337,0,1,0,1,0,0,1,2,0,1,0,0,0,0,0,19,11.1,0.6,2.02,5,5,5,4,100.0,80.0
1338,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,21,15.5,2.8,-4.06,6,5,6,5,83.33333333333334,83.33333333333334
1339,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,19,10.8,1.4,1.74,8,7,8,7,87.5,87.5
1340,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,21,13.9,-0.3,0.79,6,6,6,6,100.0,100.0
1341,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,18,10.8,1.4,1.74,6,5,6,4,83.33333333333334,66.66666666666666
1342,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,20,12.7,3.7,-1.7,5,5,5,4,100.0,80.0
1343,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,18,9.4,-0.8,-3.12,6,5,6,5,83.33333333333334,83.33333333333334
1344,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,18,12.7,3.7,-1.7,6,6,6,6,100.0,100.0
1345,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,18,8.9,1.4,3.51,6,6,6,6,100.0,100.0
1346,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,18,16.2,0.3,-0.92,6,6,6,6,100.0,100.0
1347,0,1,0,0,1,0,1,2,0,0,0,0,1,0,0,19,12.4,0.5,1.79,7,5,7,7,71.42857142857143,100.0
1348,0,1,0,1,0,0,0,2,1,0,0,0,0,0,0,23,8.9,1.4,3.51,11,11,9,8,100.0,88.88888888888889
1349,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,24,8.9,1.4,3.51,6,6,6,6,100.0,100.0
1350,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,19,10.8,1.4,1.74,0,0,0,0,0.0,0.0
1351,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,18,12.7,3.7,-1.7,8,7,8,7,87.5,87.5
1352,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,19,12.7,3.7,-1.7,6,6,6,6,100.0,100.0
1353,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,19,10.8,1.4,1.74,6,0,6,0,0.0,0.0
1354,0,1,0,0,1,0,1,2,0,0,0,0,1,0,0,20,11.1,0.6,2.02,6,5,6,5,83.33333333333334,83.33333333333334
1355,0,1,0,0,1,0,0,2,1,0,0,0,0,0,0,20,13.9,-0.3,0.79,6,6,6,5,100.0,83.33333333333334
1356,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,26,7.6,2.6,0.32,6,4,6,0,66.66666666666666,0.0
1357,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,36,15.5,2.8,-4.06,5,0,5,0,0.0,0.0
1358,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,19,10.8,1.4,1.74,0,0,0,0,0.0,0.0
1359,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,27,15.5,2.8,-4.06,5,0,5,0,0.0,0.0
1360,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,18,8.9,1.4,3.51,5,1,5,0,20.0,0.0
1361,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,18,10.8,1.4,1.74,8,7,8,7,87.5,87.5
1362,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,28,12.4,0.5,1.79,6,0,6,0,0.0,0.0
1363,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,21,12.4,0.5,1.79,0,0,0,0,0.0,0.0
1364,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,19,7.6,2.6,0.32,7,6,7,6,85.71428571428571,85.71428571428571
1365,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,26,9.4,-0.8,-3.12,5,0,5,0,0.0,0.0
