,Gender,scholarship,Target,Age at enrollment,Tasa_1st,Tasa_2nd,Course_1,Course_2,Course_3,Course_4,Course_5,Course_6,Course_7,Course_8,Course_9,Course_10,Course_11,Course_12,Course_13,Course_14,Course_15,Course_16,Course_17
1187,0,0,0,-0.44221211406891475,-1.3222751284419247,-1.1557926732313353,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1188,0,0,1,-0.6977406040514301,0.7935095109170607,0.009770925048137806,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1189,0,1,1,-0.6977406040514301,0.7935095109170607,0.842316352390619,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1190,0,0,0,0.19660911088737357,-1.851221288281671,-1.6553199296368237,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1191,0,0,1,-0.5699763590601724,0.4629181610172193,0.5301118171371886,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1192,0,1,1,-0.6977406040514301,-1.851221288281671,-1.6553199296368237,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1193,0,0,1,1.9853085407649809,0.7935095109170607,0.842316352390619,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1194,0,0,1,0.7076660908524043,0.7935095109170607,0.842316352390619,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1196,0,0,0,-0.05891937909514178,-0.08806742214918344,-1.6553199296368237,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1197,0,0,0,-0.3144478690776571,-0.08806742214918344,-0.4065017886231024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1198,0,0,1,-0.6977406040514301,0.7935095109170607,0.842316352390619,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1199,0,0,1,-0.05891937909514178,0.7935095109170607,0.842316352390619,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1200,0,0,1,-0.6977406040514301,0.7935095109170607,0.842316352390619,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1201,0,0,1,1.0909588258261773,0.35272104438393903,0.842316352390619,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1202,0,0,0,0.7076660908524043,-0.264382808762432,-0.6562654168258467,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1203,0,1,1,-0.44221211406891475,0.35272104438393903,0.009770925048137806,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1204,0,0,0,0.5799018458611466,-1.4104328217485491,-1.6553199296368237,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1205,0,0,1,0.4521376008698889,-0.264382808762432,0.3427890959851304,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1206,0,0,1,-0.18668362408639944,0.4156908253172418,0.48551116924384125,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1208,0,0,0,0.5799018458611466,-1.4104328217485491,-1.6553199296368237,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1209,0,0,0,2.4963655207300115,-0.08806742214918344,0.009770925048137806,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1210,0,0,0,1.0909588258261773,-1.851221288281671,-1.6553199296368237,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1212,0,1,1,1.4742515607999502,0.7935095109170607,0.842316352390619,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1213,0,0,1,-0.3144478690776571,-0.264382808762432,0.3427890959851304,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1215,0,1,1,-0.6977406040514301,0.7935095109170607,0.842316352390619,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1216,0,0,1,-0.6977406040514301,0.35272104438393903,0.009770925048137806,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1217,0,0,1,-0.18668362408639944,0.7935095109170607,0.842316352390619,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1218,0,0,1,-0.5699763590601724,0.4629181610172193,0.5301118171371886,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1219,0,1,1,-0.6977406040514301,0.7935095109170607,0.842316352390619,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1220,0,0,0,-0.5699763590601724,-1.851221288281671,-1.6553199296368237,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1221,0,1,1,-0.6977406040514301,0.7935095109170607,0.842316352390619,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1222,0,0,0,0.9631945808349196,-1.851221288281671,-1.6553199296368237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1223,0,1,1,1.2187230708174348,0.35272104438393903,0.842316352390619,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1224,0,1,1,-0.5699763590601724,0.7935095109170607,0.842316352390619,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1225,0,1,1,-0.6977406040514301,0.7935095109170607,0.842316352390619,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1226,0,0,1,-0.05891937909514178,-0.264382808762432,0.842316352390619,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1227,0,0,1,-0.44221211406891475,0.35272104438393903,0.842316352390619,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1228,0,0,1,-0.6977406040514301,0.7935095109170607,0.842316352390619,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1230,0,1,1,-0.18668362408639944,0.35272104438393903,0.4260436387193787,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1231,0,0,1,-0.44221211406891475,0.7935095109170607,0.842316352390619,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1232,0,0,1,-0.05891937909514178,0.4156908253172418,0.48551116924384125,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1233,0,0,1,-0.5699763590601724,0.7935095109170607,0.842316352390619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1234,0,0,1,-0.5699763590601724,0.4629181610172193,0.5301118171371886,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1235,0,0,0,0.32437335587863125,-0.7933289686021783,-0.15673816042035812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1236,0,0,1,-0.6977406040514301,0.7935095109170607,0.842316352390619,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1237,1,0,0,-0.6977406040514301,-1.3222751284419247,-1.6553199296368237,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1238,1,0,1,-0.44221211406891475,0.7935095109170607,0.842316352390619,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1239,1,0,0,-0.5699763590601724,-1.851221288281671,-1.6553199296368237,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1240,1,0,0,1.0909588258261773,-0.3819263998379311,0.842316352390619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1241,1,0,0,0.9631945808349196,-0.5288558886823052,-0.15673816042035812,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1243,0,0,1,-0.3144478690776571,0.35272104438393903,0.4260436387193787,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1244,0,0,0,0.9631945808349196,-0.08806742214918344,-1.1557926732313353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1245,0,0,0,1.3464873158086925,-1.4734026026818523,-1.2985147464900462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1246,0,1,1,-0.6977406040514301,0.7935095109170607,0.842316352390619,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1247,0,0,0,-0.5699763590601724,-1.851221288281671,-1.6553199296368237,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1249,0,0,0,-0.6977406040514301,-0.5288558886823052,0.4260436387193787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1250,0,0,1,-0.44221211406891475,0.7935095109170607,0.842316352390619,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1251,0,0,1,-0.44221211406891475,0.7935095109170607,0.842316352390619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1252,0,1,1,-0.6977406040514301,0.35272104438393903,0.4260436387193787,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1253,0,0,1,-0.5699763590601724,-0.08806742214918344,0.842316352390619,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1255,0,1,0,0.8354303358436619,-1.851221288281671,-1.2390472159655834,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1256,0,0,1,-0.5699763590601724,0.7935095109170607,0.842316352390619,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1257,0,0,1,-0.5699763590601724,0.7935095109170607,0.842316352390619,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1258,0,1,1,-0.5699763590601724,0.4629181610172193,0.5301118171371886,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1259,0,0,1,-0.5699763590601724,0.7935095109170607,0.842316352390619,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1260,0,0,1,-0.44221211406891475,0.35272104438393903,0.842316352390619,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1261,1,0,0,0.19660911088737357,-1.851221288281671,-0.8227745022943429,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1262,1,0,0,-0.5699763590601724,-1.851221288281671,-1.6553199296368237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1263,0,1,1,1.3464873158086925,0.7935095109170607,0.842316352390619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1264,0,1,1,-0.6977406040514301,0.4629181610172193,0.5301118171371886,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1265,0,1,1,-0.6977406040514301,0.7935095109170607,0.842316352390619,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1266,0,0,1,-0.44221211406891475,0.7935095109170607,0.4260436387193787,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1267,0,1,1,-0.44221211406891475,0.4629181610172193,0.5301118171371886,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1269,0,0,0,0.5799018458611466,-1.4104328217485491,-1.6553199296368237,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1271,0,0,1,-0.5699763590601724,0.7935095109170607,0.3427890959851304,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1272,0,0,0,1.3464873158086925,-0.7933289686021783,0.3427890959851304,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1273,0,0,0,1.4742515607999502,-1.851221288281671,-1.6553199296368237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1274,0,0,1,1.0909588258261773,0.7935095109170607,0.842316352390619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1275,0,0,1,-0.5699763590601724,0.7935095109170607,0.842316352390619,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1276,0,0,1,-0.6977406040514301,-0.08806742214918344,0.4260436387193787,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1277,0,0,0,1.4742515607999502,0.2645633510773144,0.842316352390619,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1279,0,1,1,-0.44221211406891475,0.7935095109170607,0.842316352390619,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1280,1,1,1,-0.6977406040514301,0.7935095109170607,0.842316352390619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1281,1,1,1,-0.44221211406891475,0.4629181610172193,0.5301118171371886,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1282,1,0,0,-0.6977406040514301,-1.851221288281671,-1.6553199296368237,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1283,1,1,1,-0.6977406040514301,0.7935095109170607,0.842316352390619,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1284,1,1,1,-0.44221211406891475,0.2645633510773144,0.3427890959851304,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1285,1,0,0,-0.5699763590601724,0.4156908253172418,0.48551116924384125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1287,1,0,1,-0.5699763590601724,0.7935095109170607,0.842316352390619,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1288,1,0,1,-0.44221211406891475,0.35272104438393903,0.009770925048137806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1289,1,0,1,-0.18668362408639944,0.4156908253172418,0.5301118171371886,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1291,1,0,1,-0.5699763590601724,0.4629181610172193,0.5301118171371886,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1292,1,0,0,-0.18668362408639944,-0.5288558886823052,-0.8227745022943429,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1293,1,0,1,-0.44221211406891475,0.7935095109170607,0.842316352390619,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1294,1,0,0,1.3464873158086925,-1.851221288281671,-1.6553199296368237,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1295,1,0,0,0.0688448658961159,-1.4104328217485491,-1.6553199296368237,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1296,1,0,0,0.32437335587863125,-1.851221288281671,-1.6553199296368237,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1297,1,0,0,1.4742515607999502,-0.3399465458823958,0.12870598609706393,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1298,1,0,1,-0.18668362408639944,0.7935095109170607,0.842316352390619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1300,1,0,0,-0.5699763590601724,-0.264382808762432,-1.6553199296368237,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1301,1,0,0,-0.5699763590601724,-1.851221288281671,-1.6553199296368237,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1302,1,0,1,-0.44221211406891475,-1.851221288281671,-1.6553199296368237,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1303,1,0,1,-0.3144478690776571,0.5530794382626305,0.842316352390619,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1304,0,1,1,-0.5699763590601724,0.7935095109170607,0.842316352390619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1305,0,0,1,-0.6977406040514301,0.7935095109170607,0.842316352390619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1306,0,1,1,-0.05891937909514178,0.7935095109170607,0.842316352390619,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1307,0,1,1,-0.6977406040514301,0.7935095109170607,0.842316352390619,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1308,0,0,1,-0.6977406040514301,0.4629181610172193,0.5301118171371886,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1309,0,0,1,-0.5699763590601724,0.4629181610172193,0.5301118171371886,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1310,0,0,1,-0.3144478690776571,0.7935095109170607,0.5648012099431252,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1311,0,1,1,-0.6977406040514301,0.7935095109170607,0.842316352390619,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1312,0,1,1,0.0688448658961159,0.7935095109170607,0.842316352390619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1313,0,0,0,-0.6977406040514301,0.7935095109170607,0.842316352390619,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1315,0,0,1,-0.44221211406891475,0.4156908253172418,0.5301118171371886,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1317,0,1,0,-0.6977406040514301,-0.5288558886823052,-0.4065017886231024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1318,0,1,0,-0.5699763590601724,-0.08806742214918344,-0.4065017886231024,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1319,0,0,1,-0.5699763590601724,0.35272104438393903,0.4260436387193787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1320,0,0,1,-0.6977406040514301,0.7935095109170607,0.842316352390619,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1322,0,1,1,-0.6977406040514301,0.7935095109170607,0.842316352390619,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1323,0,1,1,-0.5699763590601724,0.4156908253172418,0.48551116924384125,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1325,0,0,1,-0.6977406040514301,0.4156908253172418,0.48551116924384125,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1327,0,0,0,-0.5699763590601724,-1.4104328217485491,-1.6553199296368237,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1328,0,0,1,-0.3144478690776571,0.7935095109170607,0.842316352390619,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1330,0,1,1,-0.6977406040514301,0.7935095109170607,0.842316352390619,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1331,0,0,1,-0.6977406040514301,0.7935095109170607,0.842316352390619,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1332,0,0,0,-0.05891937909514178,-1.851221288281671,-1.1557926732313353,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1334,0,0,1,-0.6977406040514301,0.7935095109170607,0.842316352390619,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1338,0,0,0,-0.3144478690776571,0.35272104438393903,0.4260436387193787,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1339,0,1,1,-0.5699763590601724,0.4629181610172193,0.5301118171371886,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1340,0,1,1,-0.3144478690776571,0.7935095109170607,0.842316352390619,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1341,0,0,1,-0.6977406040514301,0.35272104438393903,0.009770925048137806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1342,0,1,1,-0.44221211406891475,0.7935095109170607,0.3427890959851304,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1343,0,1,1,-0.6977406040514301,0.35272104438393903,0.4260436387193787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1344,0,1,0,-0.6977406040514301,0.7935095109170607,0.842316352390619,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1345,0,0,1,-0.6977406040514301,0.7935095109170607,0.842316352390619,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1346,0,1,1,-0.6977406040514301,0.7935095109170607,0.842316352390619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1349,0,1,1,0.0688448658961159,0.7935095109170607,0.842316352390619,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1350,0,0,1,-0.5699763590601724,-1.851221288281671,-1.6553199296368237,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1351,0,0,1,-0.6977406040514301,0.4629181610172193,0.5301118171371886,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1352,0,0,1,-0.5699763590601724,0.7935095109170607,0.842316352390619,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1353,0,0,0,-0.5699763590601724,-1.851221288281671,-1.6553199296368237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1356,0,0,0,0.32437335587863125,-0.08806742214918344,-1.6553199296368237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1357,1,0,0,1.602015805791208,-1.851221288281671,-1.6553199296368237,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1358,1,0,0,-0.5699763590601724,-1.851221288281671,-1.6553199296368237,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1359,1,0,0,0.4521376008698889,-1.851221288281671,-1.6553199296368237,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1360,1,0,0,-0.6977406040514301,-1.3222751284419247,-1.6553199296368237,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1361,1,1,1,-0.6977406040514301,0.4629181610172193,0.5301118171371886,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1362,1,0,0,0.5799018458611466,-1.851221288281671,-1.6553199296368237,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1363,1,0,1,-0.3144478690776571,-1.851221288281671,-1.6553199296368237,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1364,1,0,1,-0.5699763590601724,0.4156908253172418,0.48551116924384125,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1365,1,0,0,0.32437335587863125,-1.851221288281671,-1.6553199296368237,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1366,1,0,0,-0.44221211406891475,0.7935095109170607,0.48551116924384125,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1367,1,0,1,-0.5699763590601724,0.4629181610172193,0.5301118171371886,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1368,1,0,0,-0.3144478690776571,-0.264382808762432,0.3427890959851304,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1369,1,1,1,-0.05891937909514178,0.35272104438393903,0.842316352390619,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1370,1,0,1,0.7076660908524043,0.7935095109170607,0.842316352390619,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1371,1,0,1,-0.44221211406891475,0.4629181610172193,0.5301118171371886,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1372,1,0,1,-0.6977406040514301,0.7935095109170607,0.842316352390619,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1373,1,0,1,-0.5699763590601724,0.35272104438393903,0.4260436387193787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1374,1,0,0,-0.05891937909514178,-0.7177652314822148,-0.7187063238765328,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1375,1,0,0,-0.3144478690776571,-1.851221288281671,-1.6553199296368237,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1377,1,1,1,-0.6977406040514301,-1.851221288281671,-1.6553199296368237,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1378,1,0,0,-0.3144478690776571,-1.4104328217485491,-1.6553199296368237,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1379,1,0,0,-0.18668362408639944,-1.851221288281671,-1.6553199296368237,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1380,1,0,1,-0.3144478690776571,0.7935095109170607,0.12870598609706393,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1381,1,0,0,1.0909588258261773,-1.851221288281671,-1.6553199296368237,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1382,1,0,1,0.4521376008698889,0.7935095109170607,0.842316352390619,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1383,1,0,1,-0.6977406040514301,0.4156908253172418,0.48551116924384125,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1384,1,1,1,0.0688448658961159,0.7935095109170607,-0.8227745022943429,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1385,1,0,0,-0.18668362408639944,-0.7933289686021783,-1.6553199296368237,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1386,1,0,0,-0.18668362408639944,-1.851221288281671,-1.6553199296368237,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1387,1,0,1,-0.5699763590601724,0.7935095109170607,0.842316352390619,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1388,1,0,0,-0.5699763590601724,-1.851221288281671,-1.6553199296368237,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1390,0,1,1,-0.6977406040514301,0.7935095109170607,0.842316352390619,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1391,0,0,1,-0.6977406040514301,0.7935095109170607,0.4260436387193787,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1392,0,0,0,-0.44221211406891475,-1.851221288281671,-1.6553199296368237,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1393,0,0,1,-0.5699763590601724,0.7935095109170607,0.842316352390619,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1394,0,0,1,-0.5699763590601724,0.35272104438393903,0.842316352390619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1395,0,1,1,-0.6977406040514301,0.35272104438393903,0.842316352390619,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1397,0,1,1,-0.18668362408639944,0.7935095109170607,0.842316352390619,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1398,0,0,1,0.9631945808349196,0.4156908253172418,0.842316352390619,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1399,0,1,1,-0.5699763590601724,0.7935095109170607,0.842316352390619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1401,0,1,1,-0.6977406040514301,0.7935095109170607,0.4260436387193787,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1402,0,0,1,-0.3144478690776571,0.7935095109170607,0.842316352390619,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1403,0,1,1,-0.6977406040514301,0.7935095109170607,0.842316352390619,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1404,1,0,0,0.19660911088737357,-1.851221288281671,-1.6553199296368237,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1405,1,0,0,-0.3144478690776571,-1.851221288281671,-1.6553199296368237,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1406,0,1,1,-0.5699763590601724,0.4629181610172193,0.5301118171371886,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1408,0,0,0,-0.18668362408639944,-0.08806742214918344,-1.2390472159655834,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1409,1,0,1,-0.5699763590601724,0.7935095109170607,0.842316352390619,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1410,0,0,0,4.412829195598877,-1.851221288281671,-1.6553199296368237,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1411,0,1,1,-0.5699763590601724,-0.08806742214918344,0.842316352390619,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1412,1,0,1,-0.05891937909514178,-0.08806742214918344,0.842316352390619,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1414,0,0,1,-0.6977406040514301,0.7935095109170607,0.842316352390619,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1415,0,0,1,-0.44221211406891475,0.7935095109170607,0.3427890959851304,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
